code,recommendation,recommendation2,recommendation3
2,칼슘이 풍부한 녹색 잎 채소 샐러드를 추천드립니다. 케일과 시금치를 넣은 샐러드를 준비하세요.,"""식사 시 트랜스지방을 피하고, 식물성 기름을 사용하세요.""","식사 시 트랜스지방을 피하고, 식물성 기름을 사용하세요."
2,"흰빵보다는 통밀빵으로 선택하시고, 과일주스 대신 신선한 과일을 드시는 것을 권장드립니다. 통밀빵에는 셀레늄이 풍부하여 갑상선 기능에 도움을 줍니다.","""하루에 충분한 물을 섭취하여 신진대사를 원활하게 유지하세요.""",하루에 충분한 물을 섭취하여 신진대사를 원활하게 유지하세요.
2,"백미 대신 현미밥을 드시고, 소고기 대신 오메가-3가 풍부한 연어를 드시는 것이 좋습니다.","""적절한 체중을 유지하세요. 체중 관리는 이상지질혈증 관리에 중요합니다.""",적절한 체중을 유지하세요. 체중 관리는 이상지질혈증 관리에 중요합니다.
2,"채소가 풍부한 샐러드를 준비하시고, 샐러드 드레싱은 고칼로리 제품보다는 올리브 오일과 발사믹 식초를 사용하는 것을 추천드립니다. 올리브 오일은 건강한 지방을 공급합니다.","""소금 섭취를 줄이고, 허브와 향신료로 맛을 내보세요.""","소금 섭취를 줄이고, 허브와 향신료로 맛을 내보세요."
2,고당도 과일보다는 섬유소가 풍부한 사과나 배를 선택해보세요. 섬유소는 소화를 돕고 혈당 조절에 도움이 됩니다.,"""과일과 채소를 충분히 섭취하여 항산화제를 보충하세요.""",과일과 채소를 충분히 섭취하여 항산화제를 보충하세요.
2,음료는 당분이 높은 탄산음료보다는 무가당 녹차나 허브티를 드시는 것을 권장드립니다. 녹차에는 항산화제가 풍부하여 면역 기능을 지원합니다.,"""가공식품과 패스트푸드 섭취를 줄이세요. 신선한 재료로 만든 음식을 드세요.""",가공식품과 패스트푸드 섭취를 줄이세요. 신선한 재료로 만든 음식을 드세요.
2,"육류 섭취 시에는 기름기가 적은 닭가슴살이나 칠면조를 선택하시고, 조리 시에는 굽기나 찌기를 이용해보세요. 닭가슴살은 양질의 단백질을 제공합니다.","""식사를 정기적으로 하고, 과식을 피하세요.""","식사를 정기적으로 하고, 과식을 피하세요."
2,샐러드에 견과류를 추가하셔서 건강한 지방을 하세요. 견과류에는 셀레늄과 마그네슘이 풍부합니다.,"""고혈압과 이상지질혈증을 함께 관리하기 위해 식단과 운동을 병행하세요.""",고혈압과 이상지질혈증을 함께 관리하기 위해 식단과 운동을 병행하세요.
2,"시리얼 대신 오트밀을 드시고, 우유는 저지방 또는 무지방 우유로 대체해보세요. 오트밀은 식이섬유와 철분을 제공합니다.","""알코올 섭취를 제한하세요. 음주는 콜레스테롤 수치에 영향을 줄 수 있습니다.""",알코올 섭취를 제한하세요. 음주는 콜레스테롤 수치에 영향을 줄 수 있습니다.
2,생선 섭취를 늘리기 위해 주 2회 정도 등푸른 생선인 고등어나 정어리를 드시는 것을 권장드립니다. ,"""스트레스는 콜레스테롤 수치에 영향을 줄 수 있습니다. 스트레스 관리를 위해 명상을 해보세요.""",스트레스는 콜레스테롤 수치에 영향을 줄 수 있습니다. 스트레스 관리를 위해 명상을 해보세요.
2,견과류 섭취 시에는 소금이 가미되지 않은 생아몬드나 호두를 선택하시면 좋습니다. 견과류는 건강한 지방과 비타민 E를 제공합니다.,"""정기적으로 건강 검진을 받아 현재 상태를 확인하세요.""",정기적으로 건강 검진을 받아 현재 상태를 확인하세요.
2,채소 섭취를 늘리기 위해 매 끼니마다 다양한 색상의 채소를 골고루 드시는 것을 추천드립니다. 다양한 색상의 채소에는 비타민과 미네랄이 풍부합니다.,"""견과류를 간식으로 드세요. 아몬드, 호두 등이 좋습니다.""","견과류를 간식으로 드세요. 아몬드, 호두 등이 좋습니다."
2,육류 대신 단백질을 보충할 수 있도록 두부나 콩류를 자주 드셔보세요. 두부와 콩류는 식물성 단백질과 철분을 제공합니다.,"""카페인 섭취를 줄이고, 따뜻한 허브차를 마시는 것을 권장드립니다.""","카페인 섭취를 줄이고, 따뜻한 허브차를 마시는 것을 권장드립니다."
2,양념 없이 구운 닭가슴살과 아보카도를 얹은 통곡물 토스트를 추천드립니다.,"""적절한 운동을 통해 체력을 유지하고, 지나친 운동은 피하세요.""","적절한 운동을 통해 체력을 유지하고, 지나친 운동은 피하세요."
2,"조미료 사용을 줄이고, 신선한 허브나 향신료를 활용해 요리해보세요. 허브와 향신료는 항산화 효과가 있습니다.","""건강한 지방을 섭취하세요. 아보카도, 올리브오일 등이 좋습니다.""","건강한 지방을 섭취하세요. 아보카도, 올리브오일 등이 좋습니다."
2,신선한 과일과 함께 그릭 요거트를 곁들여 드시면 단백질과 칼슘을 함께 섭취할 수 있습니다.,"""단 음식을 피하고, 저당 식품을 선택하세요.""","단 음식을 피하고, 저당 식품을 선택하세요."
2,정제된 곡물보다는 통곡물을 선택하여 영양소와 섬유질 섭취를 늘리세요. 통곡물에는 비타민 B군과 식이섬유가 풍부합니다.,"""규칙적인 운동으로 HDL 콜레스테롤을 높이세요.""",규칙적인 운동으로 HDL 콜레스테롤을 높이세요.
2,물 섭취를 늘리기 위해 매 식사 전후로 한 잔의 물을 마시는 습관을 들이세요. 충분한 수분 섭취는 갑상선 기능을 지원합니다.,"""고지방 육류 대신에 닭 가슴살이나 생선을 선택하세요.""",고지방 육류 대신에 닭 가슴살이나 생선을 선택하세요.
2,잡곡밥과 함께 다양한 채소로 만든 비빔밥을 드셔보세요. 잡곡밥은 철분과 식이섬유를 제공합니다.,"""정기적으로 혈압과 콜레스테롤 수치를 체크하세요.""",정기적으로 혈압과 콜레스테롤 수치를 체크하세요.
2,샌드위치를 준비할 때는 마요네즈 대신 아보카도 스프레드를 사용해보세요. 아보카도에는 건강한 지방과 칼륨이 풍부합니다.,"""지방이 적은 유제품을 선택하세요. 저지방 우유나 요거트를 드세요.""",지방이 적은 유제품을 선택하세요. 저지방 우유나 요거트를 드세요.
2,샐러드를 드실 때는 닭가슴살이나 퀴노아를 추가하여 단백질 섭취를 높이세요. 퀴노아는 완전 단백질과 식이섬유를 제공합니다.,"""칼슘과 비타민 D가 풍부한 음식을 섭취하여 뼈 건강을 지키세요.""",칼슘과 비타민 D가 풍부한 음식을 섭취하여 뼈 건강을 지키세요.
2,신선한 베리를 넣은 스무디를 만들어 드시면 비타민과 항산화제를 함께 섭취할 수 있습니다. 베리는 항산화제가 풍부합니다.,"""정기적으로 걷기, 자전거 타기 등 유산소 운동을 하세요.""","정기적으로 걷기, 자전거 타기 등 유산소 운동을 하세요."
2,"칼슘 보충을 위해 저지방 치즈와 사과, 바나나를 추천드립니다.","""적절한 수면을 취하고, 수면의 질을 높이세요.""","적절한 수면을 취하고, 수면의 질을 높이세요."
2,식사 후 디저트로는 케이크 대신 과일 샐러드를 준비해보세요. 과일 샐러드는 비타민과 항산화제가 풍부합니다.,"""심장 건강을 위해 하루에 한 번씩 견과류를 드세요.""",심장 건강을 위해 하루에 한 번씩 견과류를 드세요.
2,매 끼니마다 섬유질 섭취를 위해 채소와 과일을 충분히 포함시키세요. 섬유질은 소화를 돕고 포만감을 유지해줍니다.,"""콜레스테롤 수치를 낮추기 위해 콩류를 자주 섭취하세요.""",콜레스테롤 수치를 낮추기 위해 콩류를 자주 섭취하세요.
2,현미밥과 두부 스테이크를 추천드립니다. 칼슘과 단백질이 풍부한 두부 요리를 자주 드세요.,"""스트레칭과 가벼운 요가를 통해 몸의 긴장을 풀어주세요.""",스트레칭과 가벼운 요가를 통해 몸의 긴장을 풀어주세요.
3,피로를 풀기 위해 커피 대신 카페인이 적은 허브차를 드시는 것을 추천드립니다. 허브차는 진정 효과가 있습니다.,"""오늘도 수고 많으셨습니다. 지방간 관리를 위해 정기적으로 유산소 운동을 해보세요.""",오늘도 수고 많으셨습니다. 지방간 관리를 위해 정기적으로 유산소 운동을 해보세요.
3,샐러드에 레몬즙을 추가하여 상큼함과 비타민C를 더해보세요. 비타민 C는 면역 기능을 지원합니다.,"""포화지방 섭취를 줄이고, 식물성 기름을 사용하여 요리해보세요.""","포화지방 섭취를 줄이고, 식물성 기름을 사용하여 요리해보세요."
3,"식사 시에는 정제된 설탕 사용을 줄이고, 꿀이나 메이플 시럽을 대체해보세요. 꿀과 메이플 시럽은 자연적인 단맛을 제공합니다.","""건강한 체중을 유지하는 것이 중요합니다. 체중 감량을 위해 식단을 조절하세요.""",건강한 체중을 유지하는 것이 중요합니다. 체중 감량을 위해 식단을 조절하세요.
3,"흰빵 대신 통밀빵을 선택하시고, 과일주스 대신 신선한 과일을 드시는 것을 권장드립니다. 통밀빵에는 섬유질이 풍부해 콜레스테롤 수치를 낮추는 데 도움이 됩니다.","""단 음식을 피하고, 저당 식품을 선택하여 혈당 수치를 관리하세요.""","단 음식을 피하고, 저당 식품을 선택하여 혈당 수치를 관리하세요."
3,"백미 대신 현미밥을 드시고, 고기 대신 오메가-3가 풍부한 연어를 드시는 것이 좋습니다. 오메가-3는 트리글리세리드 수치를 낮춥니다.","""알코올 섭취를 줄이고, 신선한 과일 주스를 마시는 것을 권장드립니다.""","알코올 섭취를 줄이고, 신선한 과일 주스를 마시는 것을 권장드립니다."
3,"채소가 풍부한 샐러드를 준비하시고, 샐러드 드레싱은 저지방 요구르트와 레몬즙을 사용하는 것을 추천드립니다. 레몬즙은 항산화 효과가 있습니다.","""섬유질이 풍부한 식사를 하세요. 채소와 과일을 충분히 드세요.""",섬유질이 풍부한 식사를 하세요. 채소와 과일을 충분히 드세요.
3,고당도 과일보다는 섬유질이 풍부한 사과나 배를 선택해보세요. 섬유질은 콜레스테롤 수치를 낮추는 데 도움이 됩니다.,"""가공식품과 패스트푸드 섭취를 줄이고, 신선한 재료로 만든 음식을 드세요.""","가공식품과 패스트푸드 섭취를 줄이고, 신선한 재료로 만든 음식을 드세요."
3,계란 요리를 할 때는 튀기기보다는 삶거나 찐 계란을 드시는 것이 좋습니다. 계란에는 양질의 단백질이 포함되어 있습니다.,"""지방간 관리를 위해 하루에 충분한 물을 마시세요.""",지방간 관리를 위해 하루에 충분한 물을 마시세요.
3,음료는 당분이 높은 탄산음료보다는 무가당 녹차나 허브티를 드시는 것을 권장드립니다. 녹차는 항산화제가 풍부해 심혈관 건강에 도움이 됩니다.,"""적절한 수면을 취하여 몸의 피로를 회복하세요.""",적절한 수면을 취하여 몸의 피로를 회복하세요.
3,"육류 섭취 시에는 기름기가 적은 닭가슴살이나 칠면조를 선택하시고, 조리 시에는 굽기나 찌기를 이용해보세요. 닭가슴살은 단백질이 풍부합니다.","""정기적으로 건강 검진을 받아 간 상태를 체크하세요.""",정기적으로 건강 검진을 받아 간 상태를 체크하세요.
3,통밀빵에 저지방 참치와 채소를 넣어 샌드위치를 만들어 드세요. 참치 샌드위치는 만들기도 쉽고 건강에 아주 좋습니다.,"""적당한 운동을 통해 간의 지방 축적을 줄이세요.""",적당한 운동을 통해 간의 지방 축적을 줄이세요.
3,"시리얼 대신 오트밀을 드시고, 우유는 저지방 또는 무지방 우유로 대체해보세요. 오트밀은 콜레스테롤을 낮추는 데 도움을 줍니다.","""스트레스를 줄이기 위해 명상이나 요가를 해보세요.""",스트레스를 줄이기 위해 명상이나 요가를 해보세요.
3,고당도 과일보다는 섬유질이 풍부한 사과나 배를 선택해보세요. 섬유질은 콜레스테롤 수치를 낮추는 데 도움이 됩니다.,"""알코올을 피하고, 물과 허브차를 자주 마시세요.""","알코올을 피하고, 물과 허브차를 자주 마시세요."
3,생선 섭취를 늘리기 위해 주 2회 정도 등푸른 생선인 고등어나 정어리를 드시는 것을 권장드립니다. 등푸른 생선에는 오메가-3가 풍부합니다.,"""단백질이 풍부한 식사를 하여 간 기능을 돕세요.""",단백질이 풍부한 식사를 하여 간 기능을 돕세요.
